0,0
0.028053762,0.000776692
0.056109194,0.001552508
0.098194994,0.002714694
0.161328971,0.004454843
0.256039053,0.007059135
0.398115516,0.010955913
0.611225009,0.016791593
0.930776954,0.025564006
1.409530997,0.038895465
2.125399113,0.059694063
3.191449881,0.093963712
4.767667294,0.155950367
7.076165199,0.282963574
9.675785065,0.497777998
12.2311945,0.804934919
14.77023029,1.223480701
17.30986023,1.76971364
19.8582077,2.455447674
22.41871834,3.287472248
24.99250031,4.268064022
27.57943153,5.396111488
30.17871857,6.668385983
32.78923798,8.080636024
35.40972519,9.628193855
38.03900528,11.30715752
40.67589951,13.11342907
43.3193512,15.04367065
45.96843719,17.0950489
48.62234497,19.26519012
51.28037262,21.55211449
53.9419136,23.95417595
56.60644531,26.47000504
59.27351761,29.09845924
61.94275284,31.83858299
64.61381531,34.68956757
67.28643036,37.65073395
69.96035004,40.72150421
72.63536072,43.90138245
75.31128693,47.18993759
77.98797607,50.58681107
80.66529083,54.0916748
83.34311676,57.70425034
86.02135468,61.42429733
88.69992065,65.25159454
91.37873077,69.18595123
94.05773163,73.22719574
96.73686981,77.37518311
99.41608429,81.62976837
102.0953445,85.99082947
104.7746124,90.45825958
107.4538498,95.03195953
110.133049,99.71183777
112.8121719,104.4978027
115.4912033,109.3897934
118.1701279,114.3877258
120.8489304,119.4915466
123.5276031,124.7011871
126.206131,130.0166016
128.8845215,135.4377441
131.5627441,140.9645691
134.240799,146.5970154
136.9187012,152.3350677
139.5964355,158.1786652
142.2740021,164.1277924
144.9513855,170.1824036
147.6286011,176.3424683
150.3056335,182.6079712
152.9825134,188.9788818
155.6591949,195.4551544
158.3357239,202.0368042
161.0120697,208.7237701
163.6882477,215.5160522
166.3642578,222.41362
169.0401001,229.4164581
171.7157745,236.5245514
174.3912964,243.7378693
177.0666504,251.056427
179.7418365,258.4801636
182.4168701,266.0090942
185.0917511,273.643219
187.7664795,281.3824768
190.4410553,289.2268677
193.1154938,297.1764221
195.7897797,305.2310791
198.463913,313.3908386
201.1379089,321.6557007
203.8117676,330.0256348
206.4855042,338.5006714
209.1590881,347.0807495
211.83255,355.7658997
214.5058746,364.5560608
217.1790771,373.4512939
219.8521576,382.4515381
222.525116,391.5567932
225.197937,400.7670593
227.8706512,410.0823059
230.5432587,419.5025635
233.215744,429.0278015
235.8881073,438.65802
238.560379,448.393219
241.2325287,458.2333679
243.9045715,468.1784668
246.5765228,478.2285461
249.2483521,488.3835449
251.9200897,498.6434631
254.5917358,509.0083313
257.2632751,519.4781494
259.9347229,530.0528564
262.6060791,540.7324219
265.2773438,551.5169678
266.3885803,556.0361938
