0.0,0.1,0.2,0.3
0.0105,0.043246835,0.100000001,0.486999989
0.021,0.086414874,0.200000003,1.460999966
0.031500001,0.130294129,0.280000001,2.921999931
0.041999999,0.17563197,0.319999993,4.382999897
0.052499998,0.223140508,0.360000014,5.842999935
0.063000001,0.273503095,0.400000006,7.303999901
0.0735,0.32738024,0.419999987,8.277999878
0.083999999,0.385414898,,
0.094499998,0.448236912,,
0.104999997,0.516467333,,
0.115500003,0.590722084,,
0.126000002,0.671615243,,
0.136500001,0.75976193,,
0.147,0.855781078,,
0.157499999,0.960297644,,
0.167999998,1.073944926,,
0.178499997,1.197366118,,
0.188999996,1.331216574,,
0.199499995,1.476164579,,
0.209999993,1.632893443,,
0.220500007,1.802102327,,
0.231000006,1.984507322,,
0.241500005,2.180842638,,
0.252000004,2.391861439,,
0.262499988,2.618336439,,
0.273000002,2.861061573,,
0.283499986,3.120850801,,
0.294,3.398540974,,
0.304500014,3.694990396,,
0.314999998,4.011080742,,
0.325500011,4.347716331,,
0.335999995,4.705826283,,
0.346500009,5.086362362,,
0.356999993,5.490302086,,
0.367500007,5.918647289,,
0.377999991,6.372424126,,
0.388500005,6.852685452,,
0.398999989,7.360507965,,
0.409500003,7.896996498,,
0.419999987,8.463280678,,
