0,0
0.000157775,4.28289E-05
0.000315528,8.56584E-05
0.000552119,0.000149904
0.000906915,0.000246275
0.001438907,0.000390837
0.002236441,0.000607694
0.003431721,0.000933009
0.005222351,0.001421054
0.007903153,0.002153282
0.011912828,0.003252004
0.017901551,0.004900983
0.026827106,0.007376626
0.0400878,0.011095367
0.059697654,0.01668725
0.088497393,0.025110587
0.130371407,0.037839852
0.190386966,0.057187486
0.274698585,0.086889856
0.390009254,0.133225203
0.417480767,0.145389259
0.457276285,0.163867056
0.5142923,0.192239285
0.594395697,0.236266091
0.682014823,0.290683299
0.762829185,0.347394198
0.837781012,0.406190693
0.855792344,0.421269506
0.88207078,0.443957686
0.891794205,0.452563107
0.906086624,0.465411872
0.911445081,0.470302999
0.913446784,0.472138464
0.914196372,0.472827047
0.914477348,0.473085254
0.91489011,0.473461628
0.915516317,0.4740116
0.916487992,0.474787205
0.91787231,0.475815743
0.919774413,0.477103472
0.922359705,0.478701174
0.925927341,0.480764389
0.930983484,0.483566552
0.938275397,0.487507045
0.948822439,0.493135512
0.958348036,0.499294817
